runtime	encryption	role	ingress	egress	promotion	cookie	batch	recv_rounds	would_block_policy	sock_buf_requested_bytes	sock_rcvbuf_effective_min_bytes	sock_rcvbuf_effective_max_bytes	sock_sndbuf_effective_min_bytes	sock_sndbuf_effective_max_bytes	cpus	pin	link_delay	link_jitter	link_loss	link_rate	link_reorder	link_duplicate	link_corrupt	link_limit	workers	recv_runtime	send_runtime	recv_ingress	send_ingress	recv_workers	send_workers	recv_cpus	send_cpus	conns	logical_streams	source_streams	connect_cc	cc_peak	bond	source_bps	srt_bw_mode	srt_maxbw_bps	srt_inputbw_bps	srt_oheadbw_pct	model_policy_rev	model_policy_fingerprint	model_class_pre	model_reasons_pre	rep	attempt	established	torn_down	pkt_sent	core_total	sec_a	sec_b	rtt_ms	elapsed_s	cpu_user_ms	cpu_sys_ms	peak_rss_kb	secs	udp_rcvbuf_err	udp_in_err	udp_no_ports	src_generated	src_accepted	src_refusal_polls	src_blocked_streaks	source_backlog_ms	src_backlog_cap	src_backlog_hwm	src_overflow	datapath_q_horizon_ms	datapath_q_count	datapath_q_cap_per_queue	datapath_q_total_cap	datapath_q_peak_depth_max	datapath_q_peak_depth_sum	datapath_q_full	datapath_q_dropped	datapath_q_disconnected	recv_packets	recv_syscalls	datagrams_per_syscall	timer_late_p50_bucket_us	timer_late_p95_bucket_us	timer_late_p99_bucket_us	timer_late_max_us	retry_horizon_ms	retry_count	retry_cap_per_queue	retry_total_cap	retry_peak_depth_max	would_block	retry_overflow	local_dropped
mio	plain	listener	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	0-2	off									2	mio	tokio			2	3	0-2	3-5	600	600	0	50	0	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,nic_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-86	600	0	8504624	5169156	0	0	10.571	30.135	27814.2	31795.2	56608	30	0	0	1248	0	0	0	0	1000	759	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
tokio	plain	caller	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	3-5	off									3	tokio	tokio			2	3	0-2	3-5	600	600	600	50	50	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-87	600	0	4733591	4733591	0	0	0.000	30.186	33634.1	56485.0	33664	30	0	0	1378	13677614	4733591	9461940	4733252	1000	759	759	8489635	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
tokio	plain	listener	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	0-2	off									2	tokio	tokio			2	3	0-2	3-5	600	600	0	50	0	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,nic_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-87	600	0	4733591	4733591	0	0	8.170	30.195	29733.8	30280.0	47936	30	0	0	1378	0	0	0	0	1000	759	0	0	250	0	0	0	0	0	0	0	0	7963876	288871	27.569	16384	131072	262144	370053	250	4	28462	113848	0	0	0	0
tokio	plain	caller	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	3-5	off									3	mio	tokio			3	3	0-2	3-5	600	600	600	50	50	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-88	600	0	4197960	4197960	0	0	0.000	30.194	32123.1	57498.4	28636	30	0	0	1306	13677539	4197960	8386068	4197795	1000	759	759	9024886	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
mio	plain	listener	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	0-2	off									3	mio	tokio			3	3	0-2	3-5	600	600	0	50	0	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,nic_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-88	600	0	7507041	4197960	0	0	8.237	30.203	32050.8	38088.2	49428	30	0	0	1306	0	0	0	0	1000	759	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
tokio	plain	caller	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	3-5	off									3	tokio	tokio			3	3	0-2	3-5	600	600	600	50	50	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-89	600	0	4362106	4362106	0	0	0.000	30.164	32578.8	57068.1	26232	30	0	0	292	13677541	4362106	8715604	4361756	1000	759	759	8860907	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
tokio	plain	listener	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	0-2	off									3	tokio	tokio			3	3	0-2	3-5	600	600	0	50	0	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,nic_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-89	600	0	4362106	4362106	0	0	3.666	30.193	36835.3	34781.3	44112	30	0	0	292	0	0	0	0	1000	759	0	0	250	0	0	0	0	0	0	0	0	7771732	697338	11.145	4096	65536	131072	238561	250	4	28462	113848	0	0	0	0
tokio	plain	caller	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	3-5	off									3	mio	tokio			1	3	0-2	3-5	1200	1200	1200	50	50	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-90	1200	0	3872611	3872611	3031240	0	0.000	39.068	38216.1	59453.6	209920	30	3987285	3987285	145248	27350165	3872611	7809314	3871966	1000	759	759	22568629	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
mio	plain	listener	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	0-2	off									1	mio	tokio			1	3	0-2	3-5	1200	1200	0	50	0	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,nic_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-90	1200	421	6691618	3521154	1391672	660685	244.138	39.078	17133.0	20399.8	126488	30	3987285	3987285	145248	0	0	0	0	1000	759	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
tokio	plain	listener	shared-pool:4	per-connection	all	on	on	8	retain	16777216	33554432	33554432	33554432	33554432	0-2	off									1	tokio	tokio			1	3	0-2	3-5	1200	1200	0	50	0	none	8000000	fixed:100000000	100000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	conditional	expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,nic_capacity_unknown	2	5df908ee607fe40716a9857bed43d1e8-91	1199	384	3769857	3781979	1721896	234213	239.366	40.552	15918.7	22375.6	60128	30	4950485	4950485	106024	0	0	0	0	1000	759	0	0	250	0	0	0	0	0	0	0	0	7237438	309671	23.371	1048576	2097152	2528025	2528025	250	4	56925	227700	0	0	0	0
