runtime	encryption	role	ingress	egress	promotion	cookie	batch	recv_rounds	would_block_policy	sock_buf_requested_bytes	sock_rcvbuf_effective_min_bytes	sock_rcvbuf_effective_max_bytes	sock_sndbuf_effective_min_bytes	sock_sndbuf_effective_max_bytes	cpus	pin	link_delay	link_jitter	link_loss	link_rate	link_reorder	link_duplicate	link_corrupt	link_limit	workers	recv_runtime	send_runtime	recv_ingress	send_ingress	recv_workers	send_workers	recv_cpus	send_cpus	conns	logical_streams	source_streams	connect_cc	cc_peak	bond	source_bps	srt_bw_mode	srt_maxbw_bps	srt_inputbw_bps	srt_oheadbw_pct	model_policy_rev	model_policy_fingerprint	host_contention_policy_fingerprint	model_class_pre	model_reasons_pre	rep	attempt	established	torn_down	pkt_sent	core_total	sec_a	sec_b	rtt_ms	elapsed_s	cpu_user_ms	cpu_sys_ms	peak_rss_kb	secs	udp_rcvbuf_err	udp_in_err	udp_no_ports	src_generated	src_accepted	src_refusal_polls	src_blocked_streaks	source_backlog_ms	src_backlog_cap	src_backlog_hwm	src_overflow	datapath_q_horizon_ms	datapath_q_count	datapath_q_cap_per_queue	datapath_q_total_cap	datapath_q_peak_depth_max	datapath_q_peak_depth_sum	datapath_q_full	datapath_q_dropped	datapath_q_disconnected	recv_packets	recv_syscalls	datagrams_per_syscall	timer_late_p50_bucket_us	timer_late_p95_bucket_us	timer_late_p99_bucket_us	timer_late_max_us	retry_horizon_ms	ack_interval_micros	light_ack_interval_packets	retry_count	retry_cap_per_queue	retry_total_cap	retry_peak_depth_max	would_block	retry_overflow	local_dropped	host_contention	host_contention_signals	host_cpu_psi_some_avg10_pre	host_cpu_psi_some_avg10_post	host_cpu_psi_stall_pct	host_mem_psi_some_avg10_max	host_io_psi_some_avg10_max	host_steal_pct
compio	plain	caller	per-port	per-connection	relocate	on	on	8	retain	16777216	33554432	33554432	16777216	16777216	0-5	off									1									100	100	100	1	1	none	8000000	legacy-source-fixed	8000000		25	stage-a-v1-no-unvalidated-margin	revision=stage-a-v1-no-unvalidated-margin;window=0.00000000000000000;recovery=0.00000000000000000;socket=0.00000000000000000;host=1.00000000000000000;nic=1.00000000000000000;control=none;waves=none	mode=mark;cpu_avg10=10.00000000000000000;mem_avg10=10.00000000000000000;io_avg10=10.00000000000000000;cpu_stall=10.00000000000000000;steal=5.00000000000000000;timeout_s=60;poll_ms=250	diagnostic-control	source_exceeds_pacing_envelope,protocol_overhead_exceeds_pacing_headroom,expected_rtt_unknown,rtt_variance_unknown,effective_socket_buffer_unknown,host_pps_capacity_unknown,runtime_capacity_unknown	1		100	0	3029243	3029243	0	0	0.000	54.347	21271.6	28340.6	19144	50	0	0	451	3799380	3029243	3029154	3029038	250	189	189	751358	250	100	189	18900	7	517	0	0	0	0	0	0	0	0	0	0	250	10000	64	0	0	0	0	0	0	0	quiet		0.780	2.010	2.721	0.000	8.500	0.000
